ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
345	345	1	Y	Johnston Sr High School	School	Cherry Hill	Johnston	SCH	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.65536211	41.4495815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346	346	NA	N	Candace St. Playground	Local Park	Goddard	Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.46330162	41.76323359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	347	NA	N	Brown Ave. School	School	Brown	Johnston	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.49287926	41.38025349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	348	1	Y	Shippee Sawmill Pond	Fishing / Boating	Willoughby Young	Foster	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.75794486	41.92362538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	349	NA	N	Gladys Potter Park	Local Park	Humboldt	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.34647216	41.84853354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
350	350	NA	N	Viscolosi Park	Local Park	Chalkstone	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.51524934	41.71751213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	351	NA	N	Agawam Playground & Softball Complex	Athletic Facility	Pawtucket	East Providence	MUN	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.51870073	41.98605713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	352	1	Y	Dean Andrews Memorial Field	Local Park	Battey Meetinghouse	Scituate	STA	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.71844719	41.73250523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	353	NA	N	Berkander Field	Local Park	Institute	Scituate	MUN	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.33137675	41.74869683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	354	NA	N	Paterson St. Park	Local Park	Patterson	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.57127346	41.83630533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	355	1	Y	Roger Williams National Park	Local Park	Main	Providence	FED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	N	-71.52893352	41.60704214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	356	1	Y	Scituate Jr.-Sr. High School	School	Rockland	Scituate	SCH	0	0	1	1	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.13352987	41.56231236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	357	NA	N	Preston & Ives Playground	Local Park	Preston	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.35974913	41.51020062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
358	358	NA	N	Manton Heights	Local Park	Manton	Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.20759657	41.61748101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	359	NA	N	Brassil Memorial Park	Local Park	Arnold	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.46989147	41.91061853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	360	NA	N	Ridge St. Playground	Local Park	Penn	Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.34632972	41.86992267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	361	NA	N	Woodlake Park	Local Park	Reservoir	Johnston	MUN	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.38779002	41.85210415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	362	NA	N	Abbot Park	Local Park	Weybosset	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45349281	41.85542754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	363	NA	Y	Central / Classical  High Schools	School	Broad	Providence	SCH	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.44082556	41.82326371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	364	NA	N	Windsor Hills School	School	Valley View	Johnston	SCH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39236738	41.81784486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	365	NA	N	Laurel Hill Playground	School	Grover	Providence	SCH	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.35212189	41.74580144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	366	NA	N	Bridgham School Playfield	School	Broadway	Providence	SCH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.32163792	41.49683146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	367	NA	N	Mauran Avenue Playground	Local Park	Mauran	East Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.82813437	41.3786039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	368	1	Y	Bold Point Park	Local Park	Pier	East Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Y	Y	-71.57399033	41.69506959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	369	NA	N	Captain Issac Paine School	School	Danielson Pike	Foster	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	-71.26117284	41.72505231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	370	NA	N	Cranston St. Playground	Local Park	Cranston	Providence	MUN	1	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.56969147	41.69276337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	371	1	Y	Davey Lopes Park	Local Park	Prairie	Providence	MUN	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	N	N	-71.47229938	41.74681344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	372	NA	N	Ellery St. Park	Local Park	Ellery	Providence	MUN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.41453689	41.77221325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	373	NA	N	Paul Grande Park	Local Park	Daniel	Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.19211558	41.58292839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	374	NA	N	Warren St. Playground	Local Park	Fuller	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.41248189	41.6926006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	375	NA	N	Clarence St. Playground	Local Park	Clarence	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.4952641	41.72627732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	376	NA	N	Scalabrini Piazza	Local Park	Silver Lake	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.42990723	41.77068351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	377	NA	N	Mattie Smith Totlot	Local Park	Taylor	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.54062787	42.01398697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	378	NA	N	Salisbury St. Totlot	Local Park	Salisbury	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.49996486	42.00706746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	379	1	Y	Bucklin St. Park / McCrane Pool	Local Park	Bucklin	Providence	MUN	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	N	N	-71.3764615	41.86300335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	380	NA	N	Baxter St. Park	Local Park	Norwich	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39145097	41.85471096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	381	NA	N	Harriet & Sayles Park	Local Park	Sayles	Providence	MUN	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.43286975	41.85135922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	383	NA	N	Lawrence Street Playground	Local Park	Lawrence	Cranston	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39780118	41.75852018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	384	NA	N	Dyer Ave. Field	Local Park	Dyer	Cranston	MUN	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.32250821	41.49841364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	385	NA	N	Jennifer Rivera Memorial Park	Local Park	Niagara	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.29730786	41.47589496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	386	1	Y	Squantum Woods Grove	Local Park	Veterans Memorial	East Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	N	N	-71.50685616	41.45324731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	387	1	Y	JT Owens Park	Local Park	Niantic	Providence	STA	1	3	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.50952688	42.0100352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	388	NA	N	Sackett St. Playground	Local Park	Sackett	Providence	MUN	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.53058882	41.99774171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	389	NA	N	Smith St. Lot	Local Park	Smith	Cranston	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.497271	41.42804251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	390	NA	N	Western Hills Middle School	School	Phenix	Cranston	SCH	0	2	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.5674552	41.22459995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	391	NA	N	Brook Street Little League Field	Local Park	Brook	East Providence	MUN	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.43691366	41.73703027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	392	1	Y	Fay Memorial Field	Local Park	Dallas	Cranston	STA	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.41397029	41.82719903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	393	1	Y	Meshanticut Park	State Park	Lakeview	Cranston	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.46275956	41.8715035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	394	NA	N	Commercial Street Playground	Local Park	Commercial	Cranston	MUN	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.4852603	41.72366878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	395	NA	N	Oaklawn Ave. Field	Local Park	Oaklawn	Cranston	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.51758254	42.00001235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	396	1	N	Dean Parkway	State Park	Dean	Cranston	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.38679313	41.89863454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	397	1	Y	Walker Farm	Fishing / Boating	Wampanoag	Barrington	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.47804045	41.96587709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	398	NA	N	Garden City School	School	Magazine	Cranston	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.41950228	41.90353666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	399	NA	N	Sowams School	School	Sowams	Barrington	SCH	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.3667924	41.49643398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	400	NA	Y	Adams Playground	Local Park	Adams	Warwick	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	N	Y	-71.3609321	41.75674146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	401	NA	N	Vinter Avenue Playground	Local Park	Vintner	East Providence	MUN	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.36202108	41.77178597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	402	NA	N	Aldrich Junior High School	School	Post	Warwick	SCH	0	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.30727955	41.46006064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	403	NA	N	Klitzner Field / West Side Little League	Athletic Facility	Post	Warwick	MUN	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.55432167	41.47430425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	404	1	Y	Haines Park	State Park	Haines Park	Barrington	STA	0	3	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.45121568	41.57016898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	405	1	Y	Salter Grove	Local Park	Narragansett	Warwick	STA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.34557665	41.84781017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	406	NA	N	Wyman School	School	Columbia	Warwick	SCH	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.26956169	41.50075928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
407	407	1	Y	Hampdem Meadows Greenbelt	Conservation Area	Lafayette	Barrington	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Y	N	-71.38302422	41.87717767	Hampdem Meadows Greenbelt	Walking trail through a natural area conserved by the Town of Barrington.  Mostly local use		Yes		Yes	No	No	No	No	NA	Town of Barrington	NA	
408	408	NA	N	Holliman School	School	Black	Warwick	SCH	0	2	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.41288479	41.82507848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	409	NA	N	Barrington Middle School	School	Middle	Barrington	SCH	0	1	3	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.48089862	41.45130296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	410	NA	N	Prince's Pond	Local Park	Priscilla	Barrington	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.44895709	41.81975348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	411	NA	N	John Brown School	School	Miantonomo	Warwick	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.49883057	41.43936569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	412	NA	N	Wujcik Farm / Heritage Park	Conservation Area	Schoolhouse	Warren	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.56230466	41.483037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	413	NA	N	Peck Center Playground	Local Park	Town Hall	Barrington	MUN	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.34316793	41.86831267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	414	NA	N	Moosup Valley Park	Local Park	Moosup Valley	Foster	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Y	Y	-71.44331982	41.80142462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	415	NA	N	Spring Green School	School	Balsam	Warwick	SCH	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45405211	41.78859907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
416	416	NA	Y	Woody Lowden Recreation Center	Athletic Facility	Howard Hill	Foster	MUN	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Y	N	-71.47585682	41.75859166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	417	NA	N	Baker St Park	Local Park	Baker	Warren	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.48472408	41.72894193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	418	NA	N	Child St. School	School	Moonbeam	Warren	SCH	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.51493243	41.71548853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	419	NA	N	Hoxsie School	School	Glenwood	Warwick	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.547552	41.69466874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	420	NA	N	Nayatt School	School	Nayatt	Barrington	SCH	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.44009779	41.82272572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	421	NA	N	Lakecrest Park	Local Park	Stanmore	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.44810307	41.81965414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	422	NA	N	Pontiac Playground	Local Park	Greenwich	Warwick	MUN	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.46044214	41.82650537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	423	NA	N	Porter Field	Local Park	Vernon	Warwick	MUN	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.47295917	41.83454685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	424	NA	N	Harris Playground	Local Park	Howard	Coventry	MUN	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.41934975	41.81696043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
425	425	1	Y	Barrington Town Beach	Local Park	Bay	Barrington	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	N	-71.37778216	41.70618989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
426	426	1	Y	Warren Town Beach	Local Park	Water	Warren	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	-71.48454369	41.45534247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
427	427	NA	N	Sherman School	School	Killey	Warwick	SCH	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.36999668	41.87305749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
428	428	NA	N	Halifax St. Playground	Local Park	Halifax	Warwick	MUN	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.44583382	41.78433382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	429	1	Y	Conimicut Pt. Beach	Local Park	Point	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	Y	-71.31473529	41.51602909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	430	NA	N	Natick Dam Overlook	Local Park	O'donnell	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	Y	-71.31659966	41.49118147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431	431	NA	N	Hanley Farm Marsh	Conservation Area	Beach	Warren	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.81418735	41.3672355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
432	432	NA	N	Warwick National Little League / Bend Street Field	Local Park	Bend	Warwick	MUN	1	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.35093405	41.77416219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
433	433	NA	N	Greenwood School	School	Trinity	Warwick	SCH	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.36610579	41.8150985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
434	434	NA	N	Cedar Crest Playground	Local Park	San Miguel	Bristol	MUN	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.37923328	41.8813863	NA	"Cedarcrest Park is a 2-acre neighborhood park located on Fatima Drive. It features a beautiful playground, basketball court and a baseball field. This wooded park is great for picnics."	Cedarcrest Park 	NA	NA	NA	NA	NA	NA	NA	2 acres	NA	NA	NA
435	435	NA	N	Tollgate  School Complex	School	Toll Gate	Warwick	SCH	0	2	2	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.80600975	41.38689995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
436	436	NA	N	Lippitt School	School	Almy	Warwick	SCH	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.39435082	41.91727352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	437	1	N	Veterans' High School	School	West Shore	Warwick	SCH	0	2	1	1	2	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	N	N	-71.38534982	41.86413358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	438	1	Y	Nicholas Farm	Management Area	Plainfield Pike	Coventry	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	N	N	-71.45892074	41.83682136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	440	NA	N	Washington Oak School	School	Walker	Coventry	SCH	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.35159868	41.82711013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
